file,folder,filename,parent_folder,beam_width,topk,use_lm,lm_backend,lm_model_name,kenlm_model_path,kenlm_normalize,lm_alpha,lm_length_penalty,max_batches,greedy_CER,greedy_WER,beam_CER,beam_WER,beam_lm_CER,beam_lm_WER,greedy_total_char_length,greedy_total_word_length,beam_total_char_length,beam_total_word_length,beam_lm_total_char_length,beam_lm_total_word_length
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50/text_gpt2_bw50_a02.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50,text_gpt2_bw50_a02.json,alpha_sweep_gpt2_bw50,50,50,True,,gpt2,,,0.2,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.3638962413975648,0.16457258014764853,0.33509793541556376,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/text_kenlm5_bw100_a08.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results,text_kenlm5_bw100_a08.json,rescoring_results,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_5gram.binary,False,0.8,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16710193505932674,0.33838009528851243,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100/text_kenlm5_bw100_a08.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100,text_kenlm5_bw100_a08.json,alpha_sweep_kenlm5_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_5gram.binary,False,0.8,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16710193505932674,0.33838009528851243,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100/text_kenlm3_bw100_a08.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100,text_kenlm3_bw100_a08.json,alpha_sweep_kenlm3_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_3gram.binary,False,0.8,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16720475436467952,0.33880359978824776,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/text_gptneo125m_a025.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results,text_gptneo125m_a025.json,rescoring_results,10,10,True,,EleutherAI/gpt-neo-125M,,,0.25,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.36379036527263103,0.166258816755434,0.34039174166225517,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/text_distilgpt2_a025.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results,text_distilgpt2_a025.json,rescoring_results,10,10,True,,distilgpt2,,,0.25,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.36379036527263103,0.16642332764399845,0.34070937003705665,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50/text_gpt2_bw50_a015.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50,text_gpt2_bw50_a015.json,alpha_sweep_gpt2_bw50,50,50,True,,gpt2,,,0.15,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.3638962413975648,0.16636163606078677,0.3416622551614611,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100/text_kenlm3_bw100_a06.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100,text_kenlm3_bw100_a06.json,alpha_sweep_kenlm3_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_3gram.binary,False,0.6,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16786279791893727,0.3428268925357332,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100/text_kenlm5_bw100_a06.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100,text_kenlm5_bw100_a06.json,alpha_sweep_kenlm5_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_5gram.binary,False,0.6,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16790392564107837,0.34303864478560087,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50/text_gpt2_bw50_a01.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50,text_gpt2_bw50_a01.json,alpha_sweep_gpt2_bw50,50,50,True,,gpt2,,,0.1,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.3638962413975648,0.1690760657221,0.349073583906829,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100/text_kenlm5_bw100_a04.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100,text_kenlm5_bw100_a04.json,alpha_sweep_kenlm5_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_5gram.binary,False,0.4,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16926114047173496,0.3491794600317628,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100/text_kenlm3_bw100_a04.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100,text_kenlm3_bw100_a04.json,alpha_sweep_kenlm3_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_3gram.binary,False,0.4,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.16936395977708774,0.3498147167813658,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100/text_kenlm5_bw100_a02.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm5_bw100,text_kenlm5_bw100_a02.json,alpha_sweep_kenlm5_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_5gram.binary,False,0.2,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.17020707808098048,0.35457914240338806,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100/text_kenlm3_bw100_a02.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_kenlm3_bw100,text_kenlm3_bw100_a02.json,alpha_sweep_kenlm3_bw100,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_3gram.binary,False,0.2,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.17020707808098048,0.35457914240338806,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50/text_gpt2_bw50_a005.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/alpha_sweep_gpt2_bw50,text_gpt2_bw50_a005.json,alpha_sweep_gpt2_bw50,50,50,True,,gpt2,,,0.05,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.3638962413975648,0.17125583499557878,0.35574377977766014,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/text_kenlm5_bw100_a08_norm.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results,text_kenlm5_bw100_a08_norm.json,rescoring_results,100,100,True,kenlm,distilgpt2,/home/lucas/projects/mamba_experiment/language_model_text/kenlm/models/text_5gram.binary,True,0.8,0.0,,0.1718727508276954,0.3591318157755426,0.17113245182915543,0.3595553202752779,0.17043328055275658,0.3559555320275278,48629,9445,48629,9445,48629,9445
/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results/text_beam_only.json,/home/lucas/projects/mamba_experiment/convmambagru_text/model_training/rescoring_results,text_beam_only.json,rescoring_results,10,10,False,,distilgpt2,,,0.3,0.0,,0.17462830821114972,0.3652726310217046,0.173785189907257,0.36379036527263103,0.173785189907257,0.36379036527263103,48629,9445,48629,9445,48629,9445
